state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
telangana,khammam,KANKANALA NARAYANA,M,66,GEN,CPI,Ears of Corn And Sickle,187266,436,187702,1440267
telangana,khammam,DODDA RAM BABU,M,48,GEN,BSP,Elephant,4758,3,4761,1440267
telangana,khammam,NAMA NAGESWARA RAO,M,56,GEN,TDP,Bicycle,407614,2616,410230,1440267
telangana,khammam,BUDAN BAIG SHAIK,M,53,GEN,TRS,Car,88944,180,89124,1440267
telangana,khammam,NAGARJUNA CHERUKURU,M,44,GEN,JaSPa,Chappals,4994,8,5002,1440267
telangana,khammam,PONGULETI  SRINIVASA REDDY,M,48,GEN,YSRCP,Ceiling Fan,418609,3825,422434,1440267
telangana,khammam,MEDARAMETLA  RAMA RAO,M,48,GEN,PPOI,Television,4136,3,4139,1440267
telangana,khammam,KANAKAM TIRUMALA RAO,M,27,SC,IND,Green Chilli,917,0,917,1440267
telangana,khammam,KALTHI RAMULAMMA,F,39,ST,IND,Basket containing Fruits,983,0,983,1440267
telangana,khammam,KALTHI VENKATESWARLU,M,42,ST,IND,Almirah,1063,0,1063,1440267
telangana,khammam,KAKI BHASKAR,M,43,GEN,IND,Auto- Rickshaw,5368,0,5368,1440267
telangana,khammam,GUGULOTHU RANJITH KUMAR,M,30,ST,IND,Bat,1434,0,1434,1440267
telangana,khammam,GUGULOTHU SARVAN,M,29,ST,IND,Sewing Machine,1491,0,1491,1440267
telangana,khammam,GOKINEPALLI VENKATESWARA RAO (GVR),M,56,GEN,IND,Cup & Saucer,8041,14,8055,1440267
telangana,khammam,JERRIPOTHULA SRINIVAS,M,38,SC,IND,Cot,1116,0,1116,1440267
telangana,khammam,NAGIREDDY RAJI REDDY (RAJANNA),M,38,GEN,IND,Telephone,4484,0,4484,1440267
telangana,khammam,BACHALA LAXMAIAH,M,55,ST,IND,Electric Pole,6506,0,6506,1440267
telangana,khammam,BANOTH KISHAN NAYAK,M,33,ST,IND,Dolli,1617,0,1617,1440267
telangana,khammam,BANOTH LAXMA NAIK,M,57,ST,IND,Table,1342,0,1342,1440267
telangana,khammam,BUSIREDDY SHANKAR REDDY,M,53,GEN,IND,Pot,964,0,964,1440267
telangana,khammam,MARIKANTI VASUDASU,M,69,GEN,IND,Ring,879,0,879,1440267
telangana,khammam,MUDIGE NAGESWARA RAO,M,44,ST,IND,BELT,1202,0,1202,1440267
telangana,khammam,MOKALLA RAMESH,M,41,ST,IND,Scissors,5401,0,5401,1440267
telangana,khammam,RAMESH KOMMU,M,42,SC,IND,Gas Stove,1273,1,1274,1440267
telangana,khammam,RAMU KANDULA,M,35,SC,IND,Coconut,1021,0,1021,1440267
telangana,khammam,LINGALA RAVI KUMAR,M,38,SC,IND,Gas Cylinder,9459,1,9460,1440267
telangana,khammam,SANAPA POMMAIAH,M,50,ST,IND,BUCKET,889,0,889,1440267
telangana,khammam,None of the Above,,0,,NOTA,NOTA,4978,13,4991,1440267
andhra pradesh,aruku,KISHORE CHANDRA DEO,M,67,ST,INC,Hand,52574,310,52884,1272340
andhra pradesh,aruku,GUMMIDI SANDHYARANI,F,41,ST,TDP,Bicycle,319846,1947,321793,1272340
andhra pradesh,aruku,MIDIYAM BABURAO,M,63,ST,CPM,"Hammer, Sickle and Star",38254,644,38898,1272340
andhra pradesh,aruku,KOTHAPALLI GEETHA,F,43,ST,YSRCP,Ceiling Fan,410730,2461,413191,1272340
andhra pradesh,aruku,BURJABARIKI DHANARAJU,M,32,ST,AAAP,Broom,8539,30,8569,1272340
andhra pradesh,aruku,IILLA RAMI REDDY,M,60,ST,IND,Table,5685,7,5692,1272340
andhra pradesh,aruku,KANGALA BALUDORA,M,58,ST,IND,Cup & Saucer,23197,18,23215,1272340
andhra pradesh,aruku,CHETTI SANKARARAO,M,32,ST,IND,Envelope,8934,17,8951,1272340
andhra pradesh,aruku,BIDDIKA RAMAIAH,M,52,ST,IND,Iron,7581,6,7587,1272340
andhra pradesh,aruku,VANUGU SANKARARAO,M,39,ST,IND,Bat,4591,23,4614,1272340
andhra pradesh,aruku,SALLANGI RATNAM,F,35,ST,IND,Pot,7648,40,7688,1272340
andhra pradesh,aruku,None of the Above,,0,,NOTA,NOTA,16496,36,16532,1272340
andhra pradesh,srikakulam,KILLI KRUPARANI,F,52,GEN,INC,Hand,24038,133,24171,1413726
andhra pradesh,srikakulam,BODDEPALLI RAJARAO,M,47,GEN,BSP,Elephant,8036,13,8049,1413726
andhra pradesh,srikakulam,RAMMOHAN NAIDU KINJARAPU,M,27,GEN,TDP,Bicycle,552348,4197,556545,1413726
andhra pradesh,srikakulam,KADIYAM JAYALAKSHMI,F,32,GEN,PPOI,Television,5023,3,5026,1413726
andhra pradesh,srikakulam,JAIDEV INJARAPU,M,41,GEN,AAAP,Broom,2517,42,2559,1413726
andhra pradesh,srikakulam,PAIDI RAJA RAO,M,40,GEN,JaSPa,Chappals,11334,89,11423,1413726
andhra pradesh,srikakulam,REDDY SHANTHI,F,45,GEN,YSRCP,Ceiling Fan,426135,2718,428853,1413726
andhra pradesh,srikakulam,VASUDEVA RAO BODDU,M,41,GEN,CPI(ML)(L),Auto- Rickshaw,5128,4,5132,1413726
andhra pradesh,srikakulam,KINJARAPU TEJESWARA RAO,M,31,GEN,IND,Bat,2074,1,2075,1413726
andhra pradesh,srikakulam,TOTA TEJESWARA RAO,M,36,GEN,IND,Coconut,2143,1,2144,1413726
andhra pradesh,srikakulam,None of the Above,,0,,NOTA,NOTA,6100,38,6138,1413726
andhra pradesh,vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,M,62,GEN,TDP,Bicycle,534357,2192,536549,1403736
andhra pradesh,vizianagaram,JHANSI LAKSHMI BOTCHA,F,50,GEN,INC,Hand,122091,396,122487,1403736
andhra pradesh,vizianagaram,BONU KRISHNA,M,50,SC,BSP,Elephant,4091,1,4092,1403736
andhra pradesh,vizianagaram,TADIVAKA RAMESH NAIDU,M,44,GEN,JaSPa,Chappals,3346,42,3388,1403736
andhra pradesh,vizianagaram,NARU SIMHADRI NAIDU,M,58,GEN,AAAP,Broom,2476,29,2505,1403736
andhra pradesh,vizianagaram,PRASADA RAO NANDA,M,42,GEN,PPOI,Television,6396,5,6401,1403736
andhra pradesh,vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,M,33,GEN,YSRCP,Ceiling Fan,427629,2009,429638,1403736
andhra pradesh,vizianagaram,YELLA RAO SIYYADULA,M,33,SC,IND,Auto- Rickshaw,5125,0,5125,1403736
andhra pradesh,vizianagaram,HARIKISHAN KUPPILI,M,37,GEN,IND,Bat,3573,30,3603,1403736
andhra pradesh,vizianagaram,None of the Above,,0,,NOTA,NOTA,6506,22,6528,1403736
andhra pradesh,visakhapatnam,IMANDI VENKATA KURMARAO,M,43,GEN,BSP,Elephant,14941,6,14947,1723011
andhra pradesh,visakhapatnam,KAMBHAMPATI HARI BABU,M,60,GEN,BJP,Lotus,565326,1506,566832,1723011
andhra pradesh,visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),M,57,GEN,INC,Hand,50605,27,50632,1723011
andhra pradesh,visakhapatnam,KUNA RAMAM,M,51,GEN,AAAP,Broom,6147,28,6175,1723011
andhra pradesh,visakhapatnam,DADI JYOTHI BHAVANI,F,43,GEN,PPOI,Television,2715,2,2717,1723011
andhra pradesh,visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,M,49,GEN,ICSP,Trumpet,1907,3,1910,1723011
andhra pradesh,visakhapatnam,JT RAMARAO,M,42,GEN,sps,Kite,4316,7,4323,1723011
andhra pradesh,visakhapatnam,Y.S VIJAYAMMA,F,58,GEN,YSRCP,Ceiling Fan,474628,1716,476344,1723011
andhra pradesh,visakhapatnam,SABBAM HARI,M,60,GEN,JaSPa,Chappals,6598,46,6644,1723011
andhra pradesh,visakhapatnam,UMAMAHESWARARAO ARETI,M,33,SC,IND,Bat,1750,1,1751,1723011
andhra pradesh,visakhapatnam,KUTIKUPPALA SURYA RAO,M,60,GEN,IND,Gas Stove,1879,10,1889,1723011
andhra pradesh,visakhapatnam,KURADA SATYANARAYANA PATNAIK,M,50,GEN,IND,Camera,1925,2,1927,1723011
andhra pradesh,visakhapatnam,GEDELA KRISHNARAO,M,60,ST,IND,Batsman,1117,1,1118,1723011
andhra pradesh,visakhapatnam,CHANDRASEKHAR BUDDA,M,35,GEN,IND,Window,1347,1,1348,1723011
andhra pradesh,visakhapatnam,CHALAPATHIRAO RONANKI,M,60,GEN,IND,Battery Torch,1593,1,1594,1723011
andhra pradesh,visakhapatnam,TANUKU DIVAKAR,M,46,GEN,IND,Violin,5418,0,5418,1723011
andhra pradesh,visakhapatnam,DURGAPRASAD GUNTU,M,45,GEN,IND,Letter Box,2610,1,2611,1723011
andhra pradesh,visakhapatnam,NAGENDRA SAIRAM,M,27,GEN,IND,CALCULATOR,2377,0,2377,1723011
andhra pradesh,visakhapatnam,J. PADMAJA,F,34,GEN,IND,Pressure Cooker,1539,1,1540,1723011
andhra pradesh,visakhapatnam,BRAHMA SWAROOP KASIBHATTA,M,46,GEN,IND,School Bag,991,3,994,1723011
andhra pradesh,visakhapatnam,SREENADH REDDY,M,39,GEN,IND,Cauliflower,1378,1,1379,1723011
andhra pradesh,visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,41,GEN,IND,Mixee,1759,0,1759,1723011
andhra pradesh,visakhapatnam,None of the Above,,0,,NOTA,NOTA,7312,17,7329,1723011
andhra pradesh,anakapalli,KARANAM TIRUPATHI RAO,M,45,GEN,BSP,Elephant,14819,15,14834,1401474
andhra pradesh,anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,47,GEN,TDP,Bicycle,566667,1796,568463,1401474
andhra pradesh,anakapalli,VIJAYA LAKSHMI THOTA,F,44,GEN,INC,Hand,17697,73,17770,1401474
andhra pradesh,anakapalli,KONDARAJU JAMPANA,M,47,GEN,JaSPa,Chappals,6215,46,6261,1401474
andhra pradesh,anakapalli,GUDIVADA AMARNADH,M,30,GEN,YSRCP,Ceiling Fan,518566,1965,520531,1401474
andhra pradesh,anakapalli,VADLAMURI KRISHNA SWAROOP,M,41,SC,DABAP,Auto- Rickshaw,5501,5,5506,1401474
andhra pradesh,anakapalli,SARISA LEELA PRASANNA KUMARI,F,43,GEN,PPOI,Television,2871,4,2875,1401474
andhra pradesh,anakapalli,APPALARAJU SADARAM,M,60,GEN,IND,Violin,3225,3,3228,1401474
andhra pradesh,anakapalli,None of the Above,,0,,NOTA,NOTA,8559,45,8604,1401474
andhra pradesh,kakinada,THOTA NARASIMHAM,M,53,GEN,TDP,Bicycle,512045,2357,514402,1418290
andhra pradesh,kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,M,51,GEN,INC,Hand,19528,226,19754,1418290
andhra pradesh,kakinada,MUTHABATHULA RATNA KUMAR,M,37,SC,BSP,Elephant,2469,42,2511,1418290
andhra pradesh,kakinada,ARJUNARAO YEGUPATI,M,57,SC,CPI(ML)(L),Cup & Saucer,1489,6,1495,1418290
andhra pradesh,kakinada,KOLA VENKATA PRASAD VARMA,M,48,GEN,RJD,Candles,3459,14,3473,1418290
andhra pradesh,kakinada,CHALAMALASETTY SUNIL,M,44,GEN,YSRCP,Ceiling Fan,508068,2903,510971,1418290
andhra pradesh,kakinada,TEKUMUDI VENKATA RAO,M,55,GEN,PPOI,Television,3819,7,3826,1418290
andhra pradesh,kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,M,38,GEN,JaSPa,Chappals,6263,179,6442,1418290
andhra pradesh,kakinada,MOTHA SARADA,F,33,SC,RPI(KH),Auto- Rickshaw,6835,1,6836,1418290
andhra pradesh,kakinada,ROKKAM DAYAKAR,M,45,SC,RP(K),Electric Pole,1834,3,1837,1418290
andhra pradesh,kakinada,SRINIVAS DANGETI,M,44,GEN,AAAP,Broom,2266,90,2356,1418290
andhra pradesh,kakinada,KARRA VENKATA APPALA NARASIMHA RAO,M,45,GEN,IND,Ice Cream,1904,3,1907,1418290
andhra pradesh,kakinada,KUNCHE RAMADAS,M,69,SC,IND,Envelope,1117,5,1122,1418290
andhra pradesh,kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),M,53,GEN,IND,Kite,1413,4,1417,1418290
andhra pradesh,kakinada,CHAGANTI SURYANARAYANA MURTY,M,49,GEN,IND,Gas Stove,1230,6,1236,1418290
andhra pradesh,kakinada,JALLURI VENKATESWARLU (J.V),M,47,SC,IND,Coconut,6634,2,6636,1418290
andhra pradesh,kakinada,DONKA LEELAVATHI,F,62,GEN,IND,Letter Box,3754,2,3756,1418290
andhra pradesh,kakinada,DONAM NEELAKANTAM,M,42,SC,IND,Pot,1693,4,1697,1418290
andhra pradesh,kakinada,PEPAKAYALA SUBHA RAJENDRA,M,48,GEN,IND,Pressure Cooker,1158,3,1161,1418290
andhra pradesh,kakinada,PRABHAKARA RAO MADIKI,M,45,SC,IND,Slate,495,1,496,1418290
andhra pradesh,kakinada,MERLA BHAVANI SANKARA PRASAD,M,54,GEN,IND,Bat,908,2,910,1418290
andhra pradesh,kakinada,VINJAMALLA CHITTI BABU,M,40,SC,IND,Battery Torch,1394,6,1400,1418290
andhra pradesh,kakinada,None of the Above,,0,,NOTA,NOTA,4158,200,4358,1418290
andhra pradesh,amalapuram,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,63,SC,INC,Hand,12092,90,12182,1357865
andhra pradesh,amalapuram,GEDDAM SAMPADA RAO,M,44,SC,BSP,Elephant,7117,102,7219,1357865
andhra pradesh,amalapuram,DR PANDULA RAVINDRA BABU,M,58,SC,TDP,Bicycle,591480,3067,594547,1357865
andhra pradesh,amalapuram,KUNCHE PEDASATYANARAYANA,M,43,SC,PPOI,Television,4543,17,4560,1357865
andhra pradesh,amalapuram,KONKI VENKATA RAO,M,33,SC,RP(K),Ring,3220,13,3233,1357865
andhra pradesh,amalapuram,PINIPE VISWARUPU,M,51,SC,YSRCP,Ceiling Fan,470804,3167,473971,1357865
andhra pradesh,amalapuram,VIJAYA CHAKRAVARTHY PANTHAGADA,M,61,SC,RPI(KH),Electric Pole,2861,6,2867,1357865
andhra pradesh,amalapuram,G.V.HARSHA KUMAR,M,54,SC,JaSPa,Chappals,9587,344,9931,1357865
andhra pradesh,amalapuram,UNDRU GANI RAJU,M,32,SC,IND,Cup & Saucer,856,6,862,1357865
andhra pradesh,amalapuram,KASI CHANDRAMOULI,M,28,SC,IND,Auto- Rickshaw,1090,20,1110,1357865
andhra pradesh,amalapuram,KOMMU SATYAVATHI,F,41,SC,IND,Lady Purse,619,6,625,1357865
andhra pradesh,amalapuram,BHASKARA RAO BUNGA,M,65,SC,IND,Coconut,816,8,824,1357865
andhra pradesh,amalapuram,YALANGI RAMESH,M,50,SC,IND,Stethoscope,1161,10,1171,1357865
andhra pradesh,amalapuram,VADDI WINSTON CHURCHILL,M,46,SC,IND,Trumpet,1676,8,1684,1357865
andhra pradesh,amalapuram,None of the Above,,0,,NOTA,NOTA,5992,149,6141,1357865
andhra pradesh,rajahmundry,DURGESH KANDULA,M,55,GEN,INC,Hand,21056,187,21243,1421276
andhra pradesh,rajahmundry,MARRE BABJI,M,47,SC,BSP,Elephant,6037,42,6079,1421276
andhra pradesh,rajahmundry,MURALI MOHAN MAGANTI,M,73,GEN,TDP,Bicycle,627653,2920,630573,1421276
andhra pradesh,rajahmundry,KOLLABATHULA RICHMOND CAREY,M,40,GEN,GaAP,Window,5457,24,5481,1421276
andhra pradesh,rajahmundry,BODDU VENKATARAMANA CHOWDARY,M,39,GEN,YSRCP,Ceiling Fan,461204,1935,463139,1421276
andhra pradesh,rajahmundry,MULLAPUDI SATYANARAYANA,M,43,GEN,JaSPa,Chappals,11540,178,11718,1421276
andhra pradesh,rajahmundry,MEDA SRINIVAS,M,44,GEN,RPC(S),Gas Cylinder,985,6,991,1421276
andhra pradesh,rajahmundry,SANGISETTI SRINIVASA RAO,M,47,GEN,PPOI,Television,1322,7,1329,1421276
andhra pradesh,rajahmundry,ANNAMDEVULA DHARMA RAO,M,52,GEN,IND,Almirah,588,2,590,1421276
andhra pradesh,rajahmundry,CHEEKATLA VENKATESWARA RAO,M,46,GEN,IND,Auto- Rickshaw,1351,5,1356,1421276
andhra pradesh,rajahmundry,PALLA VENKATA NAIDU(PRADEEP),M,47,GEN,IND,Scissors,978,11,989,1421276
andhra pradesh,rajahmundry,POLU PEDA VENGALA REDDY,M,66,GEN,IND,Lady Purse,764,1,765,1421276
andhra pradesh,rajahmundry,MUTYALA RAMBABU,M,30,GEN,IND,Gas Stove,1277,5,1282,1421276
andhra pradesh,rajahmundry,ILLA GOVINDA RAJAN,M,36,GEN,IND,Pot,1390,0,1390,1421276
andhra pradesh,rajahmundry,None of the Above,,0,,NOTA,NOTA,7361,95,7456,1421276
andhra pradesh,narsapuram,KANUMURU BAPI RAJU,M,66,GEN,INC,Hand,26859,224,27083,1325028
andhra pradesh,narsapuram,GOKARAJU GANGA RAJU,M,69,GEN,BJP,Lotus,537498,2808,540306,1325028
andhra pradesh,narsapuram,CHINTAPALLI KANAKA RAO,M,55,GEN,BSP,Elephant,8454,37,8491,1325028
andhra pradesh,narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,M,48,GEN,PPOI,Television,4205,27,4232,1325028
andhra pradesh,narsapuram,GITADAS DAS,F,28,GEN,pjdl,Auto- Rickshaw,23255,5,23260,1325028
andhra pradesh,narsapuram,NALLI RAJESH,M,31,SC,RP(K),Electric Pole,6705,3,6708,1325028
andhra pradesh,narsapuram,VANKA RAVINDRANATH,M,53,GEN,YSRCP,Ceiling Fan,452576,2379,454955,1325028
andhra pradesh,narsapuram,SAROJA  POLASAPALLI,F,33,GEN,JaSPa,Chappals,6704,134,6838,1325028
andhra pradesh,narsapuram,ADDANKI (SEKHAR BABU) DORABABU,M,44,GEN,IND,Coconut,1339,11,1350,1325028
andhra pradesh,narsapuram,BADAMPUDI SIVA,M,27,GEN,IND,Carrom Board,1597,8,1605,1325028
andhra pradesh,narsapuram,MEDAPATI  VARAHALA REDDY,M,38,GEN,IND,Gas Cylinder,1242,8,1250,1325028
andhra pradesh,narsapuram,VANGALAPUDI YASHYAA,M,40,SC,IND,Candles,1274,7,1281,1325028
andhra pradesh,narsapuram,VOLETI VENKATA LAKSHMANA RAO,M,49,GEN,IND,Battery Torch,1295,3,1298,1325028
andhra pradesh,narsapuram,SHIVAJI GOTTUMUKKALA,M,43,SC,IND,Lady Purse,2274,12,2286,1325028
andhra pradesh,narsapuram,None of the Above,,0,,NOTA,NOTA,7900,104,8004,1325028
andhra pradesh,eluru,NETALA RAMESH BABU,M,51,SC,BSP,Elephant,11624,46,11670,1427764
andhra pradesh,eluru,MAGANTI VENKATESWARA RAO (BABU),M,54,GEN,TDP,Bicycle,620374,3097,623471,1427764
andhra pradesh,eluru,MUSUNURI NAGESWARA RAO,M,61,GEN,INC,Hand,11680,90,11770,1427764
andhra pradesh,eluru,ASHOK YANTRAPATI,M,52,SC,MaSP,Almirah,1205,7,1212,1427764
andhra pradesh,eluru,GOVADA VIJAYA KUMARI,F,38,SC,pjdl,Television,4477,6,4483,1427764
andhra pradesh,eluru,THOTA CHANDRA SEKHAR,M,52,GEN,YSRCP,Ceiling Fan,518063,3482,521545,1427764
andhra pradesh,eluru,MENDEM SANTOSH KUMAR ( PEDABABULU),M,39,SC,ILP(AP),Auto- Rickshaw,3409,14,3423,1427764
andhra pradesh,eluru,U .V. RAMA RAO,M,47,GEN,PPOI,Battery Torch,1311,12,1323,1427764
andhra pradesh,eluru,SAVANAPUDI NAGARAJU,M,55,SC,MCPI,Carrom Board,2310,8,2318,1427764
andhra pradesh,eluru,K.V.V.SATYANARAYANA,M,68,GEN,JaSPa,Chappals,2761,112,2873,1427764
andhra pradesh,eluru,GANGADHARA RAO NANNAPANENI,M,65,GEN,IND,Sewing Machine,1293,9,1302,1427764
andhra pradesh,eluru,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,M,34,GEN,IND,CALCULATOR,750,1,751,1427764
andhra pradesh,eluru,K.VIJAYA LAKSHMI PANDIT,F,50,GEN,IND,Candles,1312,8,1320,1427764
andhra pradesh,eluru,U VENKATESWARARAO (U.V),M,48,GEN,IND,Scissors,3957,14,3971,1427764
andhra pradesh,eluru,C.V.SARADA DEVI,F,53,GEN,IND,Coat,2715,6,2721,1427764
andhra pradesh,eluru,None of the Above,,0,,NOTA,NOTA,7479,65,7544,1427764
andhra pradesh,machilipatnam,KONAKALLA NARAYANA RAO,M,64,GEN,TDP,Bicycle,583374,3906,587280,1369311
andhra pradesh,machilipatnam,PRASADA RAO PEGGEM,M,37,SC,BSP,Elephant,4057,28,4085,1369311
andhra pradesh,machilipatnam,SISTLA RAMESH,M,51,GEN,INC,Hand,13992,119,14111,1369311
andhra pradesh,machilipatnam,KAMMILI SRINIVAS,M,42,GEN,JaSPa,Chappals,7508,184,7692,1369311
andhra pradesh,machilipatnam,KOLUSU PARTHA SARATHY,M,48,GEN,YSRCP,Ceiling Fan,502875,3348,506223,1369311
andhra pradesh,machilipatnam,VADAPALLI RAGHUNADH,M,63,GEN,PPOI,Television,4393,8,4401,1369311
andhra pradesh,machilipatnam,JAMPANA SRINIVASA GOUD,M,48,GEN,IND,Letter Box,921,10,931,1369311
andhra pradesh,machilipatnam,PARASA SRINIVASA RAO,M,35,GEN,IND,Electric Pole,3395,4,3399,1369311
andhra pradesh,machilipatnam,MOHAMMAD ISHAQ,M,41,GEN,IND,Battery Torch,1758,12,1770,1369311
andhra pradesh,machilipatnam,YUNDURI SUBRAMANYASWARA RAO (MANI),M,55,GEN,IND,Auto- Rickshaw,1596,1,1597,1369311
andhra pradesh,machilipatnam,YARLAGADDA RAMA MOHAN RAO,M,51,GEN,IND,Air Conditioner,1398,7,1405,1369311
andhra pradesh,machilipatnam,None of the Above,,0,,NOTA,NOTA,8003,168,8171,1369311
andhra pradesh,vijayawada,AVINASH DEVINENI,M,26,GEN,INC,Hand,39524,236,39760,1564513
andhra pradesh,vijayawada,KESINENI SRINIVAS (NANI),M,48,GEN,TDP,Bicycle,589702,3251,592953,1564513
andhra pradesh,vijayawada,CHIGURUPATI RAMALINGESWARA RAO,M,37,GEN,BSP,Elephant,3549,33,3582,1564513
andhra pradesh,vijayawada,ISHWARYA LAKSHMI CHINNAM,F,35,GEN,JaSPa,Chappals,5175,121,5296,1564513
andhra pradesh,vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),M,39,GEN,WPOI,Auto- Rickshaw,7529,10,7539,1564513
andhra pradesh,vijayawada,KONERU RAJENDRA PRASAD,M,63,GEN,YSRCP,Ceiling Fan,514926,3313,518239,1564513
andhra pradesh,vijayawada,RAJA KUMARI GUNDAPANENI,F,54,GEN,PPOI,Television,2564,7,2571,1564513
andhra pradesh,vijayawada,SUNKARA KRISHNA MURTHY,M,51,GEN,ARPS,Camera,799,4,803,1564513
andhra pradesh,vijayawada,HAR MOHINDER SINGH SAHANI,M,62,GEN,AAAP,Broom,3021,67,3088,1564513
andhra pradesh,vijayawada,ALTAF ALI MOHAMED,M,36,GEN,IND,Dish Antenna,1164,4,1168,1564513
andhra pradesh,vijayawada,AHMED ANSARI SYED,M,58,GEN,IND,Cup & Saucer,499,5,504,1564513
andhra pradesh,vijayawada,P.V. KRISHNAIAH,M,56,GEN,IND,Air Conditioner,420,3,423,1564513
andhra pradesh,vijayawada,KONERU RAJENDRA PRASAD,M,42,GEN,IND,Pen Nib with Seven Rays,861,153,1014,1564513
andhra pradesh,vijayawada,KONERU RAMACHANDRA PRASAD,M,42,GEN,IND,Electric Pole,1077,22,1099,1564513
andhra pradesh,vijayawada,CHATRAGADDA PRATAP,M,25,GEN,IND,Coconut,948,2,950,1564513
andhra pradesh,vijayawada,TATINENI SRINIVASA RAO,M,55,GEN,IND,Carrot,2454,6,2460,1564513
andhra pradesh,vijayawada,DASARI VENKATA NAGESH,M,50,GEN,IND,Bat,1871,3,1874,1564513
andhra pradesh,vijayawada,M.PHANI PRAKASH,M,61,GEN,IND,Dolli,2808,1,2809,1564513
andhra pradesh,vijayawada,BOLISETTY HARIBABU,M,55,GEN,IND,Basket containing Fruits,662,5,667,1564513
andhra pradesh,vijayawada,V.R.K.MURTHY.,M,72,GEN,IND,Pot,745,4,749,1564513
andhra pradesh,vijayawada,YARAM KATAM RAJU,M,52,SC,IND,Trumpet,1401,1,1402,1564513
andhra pradesh,vijayawada,SURAPANENI SARATBABU,M,64,GEN,IND,Gas Stove,1515,6,1521,1564513
andhra pradesh,vijayawada,None of the Above,,0,,NOTA,NOTA,5165,129,5294,1564513
andhra pradesh,guntur,ABDUL WAHEED SHAIK,M,44,GEN,INC,Hand,46677,141,46818,1572017
andhra pradesh,guntur,JAYADEV GALLA,M,48,GEN,TDP,Bicycle,615170,3247,618417,1572017
andhra pradesh,guntur,MALLELA BABU RAO,M,60,SC,BSP,Elephant,4201,22,4223,1572017
andhra pradesh,guntur,ABBURI KOTESWARA RAO,M,49,GEN,PPOI,Television,1635,1,1636,1572017
andhra pradesh,guntur,EMANI CHANDRA SEKHAR RAO,M,47,SC,NPT,Auto- Rickshaw,1454,1,1455,1572017
andhra pradesh,guntur,UDAIA KUMAR MUSUKU,M,57,GEN,ICSP,Trumpet,2814,38,2852,1572017
andhra pradesh,guntur,KATA VEERA VARA PRASAD,M,44,GEN,AAAP,Broom,2289,55,2344,1572017
andhra pradesh,guntur,DR. KOUTHARAPU RAVINDRA,M,50,GEN,GRIP,Slate,2586,8,2594,1572017
andhra pradesh,guntur,BALASHOWRY VALLABHANENI,M,45,GEN,YSRCP,Ceiling Fan,545602,3704,549306,1572017
andhra pradesh,guntur,MALLELA VENKATA RAO,M,48,SC,JaSPa,Chappals,5554,54,5608,1572017
andhra pradesh,guntur,ARUDALA VENKATESWARA RAO,M,41,GEN,IND,Pot,901,7,908,1572017
andhra pradesh,guntur,BITRA VENKATA SIVANNARAYANA,M,36,GEN,IND,Letter Box,1166,3,1169,1572017
andhra pradesh,guntur,None of the Above,,0,,NOTA,NOTA,7530,66,7596,1572017
andhra pradesh,narasaraopet,KONDAPALLI VENKATESWARLU,M,58,GEN,INC,Hand,22870,73,22943,1514861
andhra pradesh,narasaraopet,MEKALA HANUMANTHA RAO YADAV,M,35,GEN,BSP,Elephant,4896,15,4911,1514861
andhra pradesh,narasaraopet,SAMBASIVA RAO RAYAPATI,M,70,GEN,TDP,Bicycle,629706,2758,632464,1514861
andhra pradesh,narasaraopet,AKKI REDDY BHIMANADULA,M,33,GEN,PPOI,Television,7026,6,7032,1514861
andhra pradesh,narasaraopet,AYODHYA RAMIREDDY ALLA,M,50,GEN,YSRCP,Ceiling Fan,594230,2954,597184,1514861
andhra pradesh,narasaraopet,YELURI SRILATHA,F,28,GEN,JaSPa,Chappals,5108,34,5142,1514861
andhra pradesh,narasaraopet,ROSAIAH SIVAPARAPU,M,42,GEN,MCPI,Carrom Board,1869,8,1877,1514861
andhra pradesh,narasaraopet,KANUMURI KOTESWARA RAO,M,45,SC,IND,Auto- Rickshaw,1401,3,1404,1514861
andhra pradesh,narasaraopet,JANGALA SINGARAIAH YADAV,M,38,GEN,IND,Bat,967,6,973,1514861
andhra pradesh,narasaraopet,PARUVURI RAMESH,M,29,GEN,IND,Ring,1118,0,1118,1514861
andhra pradesh,narasaraopet,RAVU SUBRAHMANYAM,M,37,GEN,IND,Slate,1023,2,1025,1514861
andhra pradesh,narasaraopet,None of the Above,,0,,NOTA,NOTA,5943,42,5985,1514861
andhra pradesh,bapatla,DWARAPALLI PHILIP,M,45,SC,BSP,Elephant,8093,20,8113,1392964
